"mon_year"	"category"	"n"
"Oct-2012"	"clothing, beauty, & fashion"	58
"Oct-2012"	"computers & internet"	122
"Oct-2012"	"education"	41
"Oct-2012"	"food & drink"	41
"Oct-2012"	"grab bag"	42
"Oct-2012"	"health & fitness"	97
"Oct-2012"	"home & garden"	55
"Oct-2012"	"human relations"	115
"Oct-2012"	"law & government"	39
"Oct-2012"	"media & arts"	99
"Oct-2012"	"pets & animals"	19
"Oct-2012"	"religion & philosophy"	6
"Oct-2012"	"science & nature"	18
"Oct-2012"	"shopping"	28
"Oct-2012"	"society & culture"	33
"Oct-2012"	"sports, hobbies, & recreation"	37
"Oct-2012"	"technology"	55
"Oct-2012"	"travel & transportation"	76
"Oct-2012"	"work & money"	117
"Oct-2012"	"writing & language"	27
"Oct-2013"	"clothing, beauty, & fashion"	35
"Oct-2013"	"computers & internet"	97
"Oct-2013"	"education"	23
"Oct-2013"	"food & drink"	26
"Oct-2013"	"grab bag"	40
"Oct-2013"	"health & fitness"	87
"Oct-2013"	"home & garden"	44
"Oct-2013"	"human relations"	85
"Oct-2013"	"law & government"	21
"Oct-2013"	"media & arts"	79
"Oct-2013"	"pets & animals"	12
"Oct-2013"	"religion & philosophy"	1
"Oct-2013"	"science & nature"	14
"Oct-2013"	"shopping"	18
"Oct-2013"	"society & culture"	18
"Oct-2013"	"sports, hobbies, & recreation"	27
"Oct-2013"	"technology"	54
"Oct-2013"	"travel & transportation"	42
"Oct-2013"	"work & money"	65
"Oct-2013"	"writing & language"	25
"Sep-2004"	"clothing, beauty, & fashion"	17
"Sep-2004"	"computers & internet"	247
"Sep-2004"	"education"	20
"Sep-2004"	"food & drink"	34
"Sep-2004"	"grab bag"	24
"Sep-2004"	"health & fitness"	33
"Sep-2004"	"home & garden"	39
"Sep-2004"	"human relations"	26
"Sep-2004"	"law & government"	21
"Sep-2004"	"media & arts"	75
"Sep-2004"	"pets & animals"	14
"Sep-2004"	"religion & philosophy"	3
"Sep-2004"	"science & nature"	15
"Sep-2004"	"shopping"	30
"Sep-2004"	"society & culture"	22
"Sep-2004"	"sports, hobbies, & recreation"	18
"Sep-2004"	"technology"	41
"Sep-2004"	"travel & transportation"	35
"Sep-2004"	"work & money"	24
"Sep-2004"	"writing & language"	29
"Sep-2005"	"clothing, beauty, & fashion"	11
"Sep-2005"	"computers & internet"	110
"Sep-2005"	"education"	5
"Sep-2005"	"food & drink"	17
"Sep-2005"	"grab bag"	14
"Sep-2005"	"health & fitness"	25
"Sep-2005"	"home & garden"	26
"Sep-2005"	"human relations"	20
"Sep-2005"	"law & government"	14
"Sep-2005"	"media & arts"	42
"Sep-2005"	"pets & animals"	4
"Sep-2005"	"religion & philosophy"	1
"Sep-2005"	"science & nature"	11
"Sep-2005"	"shopping"	14
"Sep-2005"	"society & culture"	18
"Sep-2005"	"sports, hobbies, & recreation"	16
"Sep-2005"	"technology"	26
"Sep-2005"	"travel & transportation"	41
"Sep-2005"	"work & money"	26
"Sep-2005"	"writing & language"	14
"Sep-2006"	"clothing, beauty, & fashion"	26
"Sep-2006"	"computers & internet"	310
"Sep-2006"	"education"	29
"Sep-2006"	"food & drink"	48
"Sep-2006"	"grab bag"	41
"Sep-2006"	"health & fitness"	89
"Sep-2006"	"home & garden"	63
"Sep-2006"	"human relations"	61
"Sep-2006"	"law & government"	33
"Sep-2006"	"media & arts"	124
"Sep-2006"	"pets & animals"	26
"Sep-2006"	"religion & philosophy"	12
"Sep-2006"	"science & nature"	28
"Sep-2006"	"shopping"	30
"Sep-2006"	"society & culture"	39
"Sep-2006"	"sports, hobbies, & recreation"	49
"Sep-2006"	"technology"	81
"Sep-2006"	"travel & transportation"	89
"Sep-2006"	"work & money"	75
"Sep-2006"	"writing & language"	40
"Sep-2007"	"clothing, beauty, & fashion"	27
"Sep-2007"	"computers & internet"	241
"Sep-2007"	"education"	35
"Sep-2007"	"food & drink"	56
"Sep-2007"	"grab bag"	32
"Sep-2007"	"health & fitness"	74
"Sep-2007"	"home & garden"	56
"Sep-2007"	"human relations"	61
"Sep-2007"	"law & government"	37
"Sep-2007"	"media & arts"	110
"Sep-2007"	"pets & animals"	20
"Sep-2007"	"religion & philosophy"	12
"Sep-2007"	"science & nature"	19
"Sep-2007"	"shopping"	29
"Sep-2007"	"society & culture"	41
"Sep-2007"	"sports, hobbies, & recreation"	53
"Sep-2007"	"technology"	85
"Sep-2007"	"travel & transportation"	86
"Sep-2007"	"work & money"	90
"Sep-2007"	"writing & language"	32
"Sep-2008"	"clothing, beauty, & fashion"	26
"Sep-2008"	"computers & internet"	194
"Sep-2008"	"education"	26
"Sep-2008"	"food & drink"	42
"Sep-2008"	"grab bag"	38
"Sep-2008"	"health & fitness"	59
"Sep-2008"	"home & garden"	50
"Sep-2008"	"human relations"	72
"Sep-2008"	"law & government"	51
"Sep-2008"	"media & arts"	106
"Sep-2008"	"pets & animals"	22
"Sep-2008"	"religion & philosophy"	11
"Sep-2008"	"science & nature"	17
"Sep-2008"	"shopping"	22
"Sep-2008"	"society & culture"	33
"Sep-2008"	"sports, hobbies, & recreation"	37
"Sep-2008"	"technology"	81
"Sep-2008"	"travel & transportation"	69
"Sep-2008"	"work & money"	78
"Sep-2008"	"writing & language"	35
"Sep-2009"	"clothing, beauty, & fashion"	36
"Sep-2009"	"computers & internet"	200
"Sep-2009"	"education"	41
"Sep-2009"	"food & drink"	68
"Sep-2009"	"grab bag"	47
"Sep-2009"	"health & fitness"	105
"Sep-2009"	"home & garden"	93
"Sep-2009"	"human relations"	91
"Sep-2009"	"law & government"	39
"Sep-2009"	"media & arts"	139
"Sep-2009"	"pets & animals"	26
"Sep-2009"	"religion & philosophy"	7
"Sep-2009"	"science & nature"	26
"Sep-2009"	"shopping"	30
"Sep-2009"	"society & culture"	46
"Sep-2009"	"sports, hobbies, & recreation"	54
"Sep-2009"	"technology"	70
"Sep-2009"	"travel & transportation"	92
"Sep-2009"	"work & money"	107
"Sep-2009"	"writing & language"	39
"Sep-2010"	"clothing, beauty, & fashion"	14
"Sep-2010"	"computers & internet"	50
"Sep-2010"	"education"	6
"Sep-2010"	"food & drink"	19
"Sep-2010"	"grab bag"	20
"Sep-2010"	"health & fitness"	28
"Sep-2010"	"home & garden"	14
"Sep-2010"	"human relations"	29
"Sep-2010"	"law & government"	13
"Sep-2010"	"media & arts"	39
"Sep-2010"	"pets & animals"	4
"Sep-2010"	"religion & philosophy"	3
"Sep-2010"	"science & nature"	11
"Sep-2010"	"shopping"	13
"Sep-2010"	"society & culture"	8
"Sep-2010"	"sports, hobbies, & recreation"	18
"Sep-2010"	"technology"	19
"Sep-2010"	"travel & transportation"	17
"Sep-2010"	"work & money"	22
"Sep-2010"	"writing & language"	13
"Sep-2011"	"clothing, beauty, & fashion"	61
"Sep-2011"	"computers & internet"	159
"Sep-2011"	"education"	36
"Sep-2011"	"food & drink"	55
"Sep-2011"	"grab bag"	38
"Sep-2011"	"health & fitness"	100
"Sep-2011"	"home & garden"	72
"Sep-2011"	"human relations"	124
"Sep-2011"	"law & government"	38
"Sep-2011"	"media & arts"	123
"Sep-2011"	"pets & animals"	19
"Sep-2011"	"religion & philosophy"	9
"Sep-2011"	"science & nature"	19
"Sep-2011"	"shopping"	36
"Sep-2011"	"society & culture"	29
"Sep-2011"	"sports, hobbies, & recreation"	57
"Sep-2011"	"technology"	58
"Sep-2011"	"travel & transportation"	108
"Sep-2011"	"work & money"	107
"Sep-2011"	"writing & language"	47
"Sep-2012"	"clothing, beauty, & fashion"	38
"Sep-2012"	"computers & internet"	130
"Sep-2012"	"education"	34
"Sep-2012"	"food & drink"	49
"Sep-2012"	"grab bag"	48
"Sep-2012"	"health & fitness"	85
"Sep-2012"	"home & garden"	55
"Sep-2012"	"human relations"	111
"Sep-2012"	"law & government"	24
"Sep-2012"	"media & arts"	89
"Sep-2012"	"pets & animals"	18
"Sep-2012"	"religion & philosophy"	3
"Sep-2012"	"science & nature"	21
"Sep-2012"	"shopping"	21
"Sep-2012"	"society & culture"	38
"Sep-2012"	"sports, hobbies, & recreation"	38
"Sep-2012"	"technology"	75
"Sep-2012"	"travel & transportation"	69
"Sep-2012"	"work & money"	89
"Sep-2012"	"writing & language"	31
"Sep-2013"	"clothing, beauty, & fashion"	59
"Sep-2013"	"computers & internet"	109
"Sep-2013"	"education"	34
"Sep-2013"	"food & drink"	42
"Sep-2013"	"grab bag"	38
"Sep-2013"	"health & fitness"	90
"Sep-2013"	"home & garden"	56
"Sep-2013"	"human relations"	122
"Sep-2013"	"law & government"	42
"Sep-2013"	"media & arts"	80
"Sep-2013"	"pets & animals"	27
"Sep-2013"	"religion & philosophy"	5
"Sep-2013"	"science & nature"	17
"Sep-2013"	"shopping"	30
"Sep-2013"	"society & culture"	32
"Sep-2013"	"sports, hobbies, & recreation"	36
"Sep-2013"	"technology"	56
"Sep-2013"	"travel & transportation"	70
"Sep-2013"	"work & money"	78
"Sep-2013"	"writing & language"	24
"Sep-2014"	"clothing, beauty, & fashion"	29
"Sep-2014"	"computers & internet"	57
"Sep-2014"	"education"	27
"Sep-2014"	"food & drink"	33
"Sep-2014"	"grab bag"	34
"Sep-2014"	"health & fitness"	50
"Sep-2014"	"home & garden"	25
"Sep-2014"	"human relations"	77
"Sep-2014"	"law & government"	20
"Sep-2014"	"media & arts"	62
"Sep-2014"	"pets & animals"	18
"Sep-2014"	"religion & philosophy"	3
"Sep-2014"	"science & nature"	13
"Sep-2014"	"shopping"	19
"Sep-2014"	"society & culture"	23
"Sep-2014"	"sports, hobbies, & recreation"	26
"Sep-2014"	"technology"	40
"Sep-2014"	"travel & transportation"	54
"Sep-2014"	"work & money"	60
"Sep-2014"	"writing & language"	23
